Selected,pseudo_key,has_cons,num_sbs_accts,customer_sbs_spend,cust_lvl_supps,customer_sbs_tenure,PRODUCT_COLOR,segment,platinum,fee,core,redeemer,tenure_sq,freq_traveler,prem_freq_traveler,d_telesalesOB,d_telesalesIB,d_F2F,d_acq_miss,d_eng_acct,d_bus_serv,d_constr,d_misc_retail,d_real_estate,d_wholesale,d_health_serv,d_eat_drink,firm_miss,spend_freq,inactive_freq,high_spend_freq,summer_fun,num_cat,num_cat_sq,spnd_per_trans,trans_per_card,advert_B2B,pts_redeemed_new,imput_rev_cond_fill,gold,green
1,16805,0,1,85682.49,1,117,GREEN,Long Tenure,0,1,1,0,13689,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,12,0,0,0,17,289,172.74695565,248,0.6056155411,0,672041,0,1
1,16812,0,1,2587289.78,3,107,PLATINUM,Long Tenure,1,1,0,1,11449,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,12,0.0879866947,12,144,760.96758235,850,0.0171676781,3240365,3037536,0,0
1,16815,1,1,27056.25,0,124,PLATINUM,Long Tenure,1,1,1,1,15376,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,12,0,0,0.9434874559,11,121,78.197254335,346,0,0,1954184,0,0
1,16816,1,1,22456.24,0,106,GOLD,Long Tenure,0,1,1,0,11236,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,10,100,207.92814815,108,0,0,2093154,1,0
1,16819,0,1,1395134.35,4,89,PLATINUM,Long Tenure,1,1,1,1,7921,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,11,0.3145188385,15,225,2564.5852022,108.8,0,650001,8774706,0,0
1,16822,1,1,67403.13,0,139,PLATINUM,Long Tenure,1,1,1,0,19321,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,12,0,0,1,14,196,200.60455357,336,0,0,12258365,0,0
1,16827,0,1,68417.77,1,175,GOLD,Long Tenure,0,1,1,1,30625,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12,0,0,0,15,225,179.57419948,190.5,0,0,8403728,1,0
1,16834,1,1,167877.77,0,137,GOLD,Long Tenure,0,1,1,1,18769,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10,0,2,0,11,121,628.75569288,267,0.0071938408,100000,852580,1,0
1,16835,0,1,450602.22,1,90,GOLD,Long Tenure,0,1,0,1,8100,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,0,6,0.5016617378,17,289,1050.3548252,214.5,0.0144427079,282100,1002204,1,0
1,16840,0,1,11464.82,1,162,GOLD,Long Tenure,0,1,1,1,26244,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,8,4,0,0,9,81,191.08033333,30,0,12825,90000,1,0
1,16841,0,1,25141.78,1,317,GREEN,Long Tenure,0,1,1,0,100489,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12,0,0,0.3333333333,9,81,110.75674009,113.5,0,0,239800803.05,0,1
1,16842,0,1,5986.99,1,83,GOLD,Long Tenure,0,1,0,0,6889,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,11,1,0,0,7,49,213.82107143,14,0.0040476194,0,214012,1,0
1,16862,1,1,2723.56,0,138,GOLD,Long Tenure,0,1,1,0,19044,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7,5,0,0,4,16,194.54,14,0,0,134567,1,0
1,16871,0,1,25449.03,0,141,GOLD,Long Tenure,0,1,1,0,19881,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12,0,0,0.3333333333,8,64,45.854108108,555,0,0,248051297.54,1,0
1,16877,0,1,149215.57,3,95,GOLD,Long Tenure,0,0,0,0,9025,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,12,0,0,0,10,100,182.19239316,204.75,0,0,1035681,1,0
1,16891,1,1,318496.37,2,128,PLATINUM,Long Tenure,1,1,1,1,16384,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,3,0,9,1,12,144,1509.4614692,70.333333333,0,67500,2576965,0,0
1,16894,1,1,0,0,178,GREEN,Long Tenure,0,1,1,0,31684,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,214012,0,1
1,16909,1,1,14031.01,1,178,GOLD,Long Tenure,0,1,1,0,31684,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,12,0,0,0,10,100,138.92089109,50.5,0,0,1892234,1,0
1,16910,1,1,231902.7,0,465,GREEN,Long Tenure,0,1,1,1,216225,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7,0,5,0,12,144,1797.6953488,129,0,237624,1137676,0,1
1,16911,1,1,441374.46,0,77,PLATINUM,Long Tenure,1,1,0,1,5929,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,12,0.5484241786,17,289,652.92079882,676,0.0007766575,761287,446488,0,0
1,16926,1,1,529431.91,0,74,PLATINUM,Long Tenure,1,1,0,1,5476,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,10,0.1203346435,14,196,898.86572156,589,0,420001,1049169,0,0
1,16928,0,1,192038.25,1,143,GREEN,Long Tenure,0,1,1,1,20449,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,9,0,3,0.9439429548,19,361,303.37796209,316.5,0.0615477497,257000,1861933,0,1
1,16932,1,1,10717.66,0,158,GOLD,Long Tenure,0,0,1,0,24964,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,12,0,0,0,6,36,255.18238095,42,0,0,264738195.63,1,0
1,16939,0,1,173045.83,0,81,PLATINUM,Long Tenure,1,1,1,1,6561,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,9,0,3,0,14,196,327.73831439,528,0.0054031216,0,10750373,0,0
1,16940,0,1,4072313.14,1,85,PLATINUM,Long Tenure,1,1,1,1,7225,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,9,0,13,169,34221.118824,59.5,7.3691304E-6,1900000,25109520,0,0
1,16950,0,1,1130305.47,4,86,PLATINUM,Long Tenure,1,1,1,1,7396,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,12,0.8923446086,13,169,3705.9195738,61,0,1247447,3740381,0,0
1,16967,0,1,30641.01,0,178,GOLD,Long Tenure,0,1,1,0,31684,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,12,0,0,0.3892399422,15,225,202.92059603,151,0,0,243281798.02,1,0
